text,label
主力发发善心，求你涨一分钱红盘好吗？天天被打脸的日子不好过啊……,消极
大盘今明两天回调时，就是这货发力上攻期,积极
能见一次涨停真的不容易,积极
没脑子的乱说话，洗死你,消极
证劵市场最大的利好是全部套牢，最大的利空是获利丰厚，，，，,中性
股神帅哥神预测,中性
爱美客各项财务指标优于茅台，负债率更是二市绝无仅有的2%，加上医美进入新赛道，作为医美独角兽，爱美客股价理应高于茅台。,积极
铝又涨了，但是我很迷茫，不过我还是坚定的认为会有行情，成本13.31,积极
这个股都是些穷散户或者小气鬼买，卖出去的就不知道是谁了,消极
今天最佳进场时机已到,积极
提前祝贺华域和三花齐上千亿市值,积极
隆基才是老大，你就蹭热度就行吧,消极
医美第一股,积极
外围大涨，航天电子，集航天、芯片、特高压、量子通信于一体，股价这样走，笑话！,消极
【002015】目标7.5！拭目以待吧,中性
早知道你投资个屁能源，我就不买你了，,消极
模塑科技自从得到特斯拉订单后爆满，新年开工来根本来不及做，估计交付期将延期至第二季度，订单量爆棚后超级好卖！,积极
三一冲击涨停板,积极
这是什么玩意,中性
炒股就抄科技，震荡做波段，其他新能源和消费就买基金，他们只需要上车而不必下车，如果你想躺赢就买茅台，通策医疗那些。,积极
机构这么高买的怕个毛，他们能亏我也能亏,消极
长安汽车公告，2020年12月汽车销量20万辆，上年同期为19.37万辆，同比增长3.57%。,积极
目标3.5元建仓不变。你呢？,积极
10个点走了，留下的发财,消极
定增垃圾，暴跌了！,消极
新年新行情。增量资金入场，静待新高。,积极
快上中车，开车不等人，搁这等呢,积极
塔麻的，加仓，开始满仓干，开足马力干，有本事跌到退市我就认输,消极
对标派能，还有很长的路要走储能估值100亿，其他你们随意,积极
到底哪一天能企稳啊,消极
跌吧跌吧,消极
终于表现的和茅台一样了,积极
再不出量量只能回调了哦，明天应该不会破平台。,消极
明天该缩量了吧,中性
要暴雷了，再不走就埋里面了,消极
格力，需要格外用力了！曾经的辉煌毕竟是曾经！,积极
光伏都在大涨，就这股跌，公司90%业务都是光伏配套加工业务。,积极
减持两年，会涨。白云山未来将并购恒瑞医药。,积极
河北加油，牛魔王加油！,积极
光伏ETF重仓股，差不了！,积极
高坑股，名不虚传,消极
什么玩意！,消极
一个隐藏的机会。在北京，做新冠试剂的只有两家公司，利德曼和九强，接到订单概率很大。,积极
煤炭涨、铝业涨、光伏涨、风电涨，你说你都有，就是还在蹉跎,积极
想买涨跌还是好好看看国务院发布的新能源电动汽车2021~2035规划,积极
看来要回踩20天线了,消极
那个大河马呢？5000手爆仓了？,中性
公司控股权可能发生变化,中性
什么叫恶心？大盘指数这就叫恶心，昨天进来的今天故意高开割韭菜！,消极
重组资产业绩暴增，后续将连续大涨,积极
33进了，仓100w,积极
黎明前的黑暗，黎明即将来到！,积极
不下跌都不敢买了,消极
冲！今天上5元铁板钉钉,积极
卧槽，五一行情提前开启?！,中性
英塘主力是垃圾，没有涨几天就大跌，吧,消极
平行托又在胡言乱语了,中性
"""量价齐升，KDJ,macd,出现金叉，指标出现买入，更待何时?""",积极
耐心拿好是会有回报的,积极
主力每天疯狂做T降低成本，大概等他们成本做低之后，可能会拉升一波跑路,积极
主力志在高远。牛逼,积极
恭喜所有融券做空的朋友，地惨股下行周期再次重启！,消极
1200万利润对应产能半年2万吨最多了,积极
拿稳了，这两天德国法国买中国疫苗,积极
快到坑底来！,积极
同志们早上好发财的一天到来了，越博动力今天发车了这几天不段加仓的福利满满，大涨一触即发准备好麻袋将人民币,积极
后悔刚才没走,消极
绿帽庄又开始美滋滋的戴帽，16.33座等接回。,消极
垃圾股票就是这样。,消极
看来，要中期持有了。,积极
2.90元2.90元2.90元买入，等涨停,积极
再降点啊,消极
已出，谢谢一鸣，感谢感谢，剩下的朋友祝愿继续发财,积极
游族网络涨停板了，吃肉,积极
怀念3元时代,中性
去年点燃行情的是证券，感觉调整到位了，T+0的利好必将发酵！这是证券公司跨里程碑的行情起点！,积极
那些几百手的老航发都在原地趴着呢，会潜伏的最牛逼，盘中调整就加仓，有毅力闷声发财！,积极
2019年第四季度只赚二千万，2020年第四季度赚3.8亿大家看看嘛！股票价格跌了多少嘛！不涨停没有天理，明年业绩至少16亿。,积极
懂得说一说这是什么意思？难道下周一字涨停了嘛？,积极
白鹤滩到江苏特高压开标，一次设备旗舰雏形已成,积极
8.89E56,中性
割是不可能割的,积极
下周全部活埋！至少套三个月~三年！！！,消极
家家悦这样子跌，一是受社区团购影响，二是春节前后有可能受疫情影响，导致大家在家隔离不能超市购物进而影响业绩，综上，,消极
意思就是未来3个月可以一直做空，牛啊,积极
年报一出冲高回落，又是一根发套针。庄家收点筹码，趁利好发套。等着起跳，然后就看谁跑的快。,消极
三友化工比你强万倍，皖废股还世界第一啊,消极
这股我看好，坚决捂住。,积极
百货股都涨停了，秀你也好意思是金融股,中性
主力筹码大丰收，何愁不妖,积极
滴，下班卡打卡下班。,中性
远达环保和晋控电力好歹也算空间龙（各六板）吧，怎么今天就没有大资金来封板，而连板龙巨力索具却有资金做！,积极
主力在自娱自乐？,中性
啥时候东山再起哦，天天要死不活的,消极
大东海就是牛逼,积极
一季报肯定会出，最后时间是4.15，因为上年亏损，今年怎么都是盈利,积极
最起码证明是新能源概念这就足够了,积极
稀土年、稀土牛年启动,积极
自选三支：天山股份、中国巨石、瑞泰科技，前面2支本周收获涨停、接下来看你瑞泰了,积极
碳中和碳达峰,中性
晚上挂单到现在还没有买到还有人挂跌停板买，真的笑死人了众泰汽车天天一支穿云箭千军万马来相辅空狗继续叫满吧,积极
看看建筑指数的走势，不停滴探底；再看看有色金属指数，一个入地，一个上天。,积极
再跌我就缺氧了,消极
22.91已买入建仓,中性
6元买的算站岗了吧,消极
今年是不是依旧是小盘股的流年？至暗时刻，还有光明不？,消极
人生最大的错误就是酒鬼酒100本满仓卖了，满仓买了你，人家200了，你还是我买的时候那个价格,中性
155是告诉咱们要捂捂捂吗,积极
中国没有几家老字号，白药算一个吧。,积极
借利好钓鱼，今天埋人不少。,消极
主力又在抛货了,消极
主力在下跌中建仓，看好晶片封装龙头，已经连买3天了！,积极
过不了17.5，就得t掉,中性
垃圾空托不看好，为什么不走，？,中性
公司碳中和环保非常符合中央政策，坚持持有该股票必有丰厚汇报！,积极
完了。明天低开5个点,消极
中签的，可以啦！知足满足！,积极
今天必定小跌,消极
按狗13的尿性，明天又是一顿砸，不信等着瞧,消极
主力想吃独食，连口汤都不给大家分,中性
前方五十高地，拿下！,积极
杭钢股份：一季度净利预增152%,积极
可以入场了，新官上任三把火，近期有事发生。,积极
"""国联水产明天弱转强,到不了二十cm十几cm会有的""",积极
日常任务:涨停板2/5(已完成)。本周可以完成三次涨停任务。再说一次拉到停盘掀底牌，砸盘骗筹码不好使了。再发软文也没用了。,积极
季报应该是继续亏损了！,消极
惠泉今天是就好的上车机会，想上车的赶紧。,积极
还是守着众泰稳。外面太惨了。,积极
野蛮人呢？恒隆呢，直接把501收购了，不比在武汉重新盖楼省钱吗，这么多购物中心才只有80亿，举牌啊,中性
果然是金刚葫芦娃,中性
每天都是这不死不活的样子！,消极
套得深的就安安心心坐股监等分红等回本吧，不要什么加仓了。安徽股票没有一个是好东西的。,积极
我来建渠道，“股签”那哥们你来带队,中性
再次大声疾呼，联通真面目合理价格2.4元，买入价格1.5元。这之前任何时候买入，结局将如同图片,积极
南山庄主最近可对我公司股价满意否？,中性
特大新闻中环马上收购隆基，见150元以上。,积极
小凤狗和做空狗每天在吧里找存在感，太可怜了吧,中性
苹果开始做折叠屏已经在测试阶段最快2022年发布，铰链发力吧,积极
长长一根上影线，韭菜大军来相见，估计明天一个也跑不了,消极
维持本周突破7.0，目标不变,中性
这么好的股，会走成四个月(2020年9月7日)以来最低点。九月七日是3.67，今天(一月七日)是3.68。二大盘平均上涨15%。,积极
焦煤期货价格今年以来一直维持在历史高点，2021一季报业绩有非常乐观的期待！估计一季报业绩在0.3-0.4元,中性
明天肯定大涨,积极
惜售，惜售，一江春水向东流，道是绿肥红瘦！,积极
这货不能急，看来，昨天差点被骗上车了。还好没什么钱加，现在还是半仓状态,消极
又盈利，又不负债，摘帽妥妥的,积极
让那些做T的后悔去吧。我们坚定不移围绕在封总周围继续买入众泰股份，不屈不挠不怕打压，最终获得胜利。,积极
既然没有打板进去那就只能买你星期六了就当套个利下周来个高开就牛逼了，主力买的有点少，要是再买一个亿直接把狗庄干了,积极
应该成为一段时间的妖股，你值得拥有,积极
1块的本现在，下午1.02加仓，目标盈利20%,积极
瓜皮太多，使劲砸,消极
九阳双底结构，现在买还有机会，复星医药52是买点，支撑51，,积极
赵家投资水平不行。今年全球新冠疫苗产能要达到二三十亿支，步长收购的新冠疫苗还没消息。,积极
长城的兄弟们，我从长安来看你们了,中性
3分钱波动，谁能做T啊！,消极
看看南大光电的月线，南大光电初步决定回到27,中性
明天直接低开低走,消极
维持原预判，10元以下可以买，9元以下大胆买，8元以下是送钱，机会是等来的、不是追来的，，，，(以逸待劳),积极
好歹也是测封龙头，业绩增长好几倍头，该雄起了！,积极
谱尼今日大概率低开高走，恭喜抄底成功约股友忍辱负重终结时扬眉吐气终暴期一飞冲天登月去顶天立地真男儿,积极
今天收4.5以上,积极
目标价52元,中性
骆驼加油，加油，加油，,积极
1.15卖了，谁敢说我卖的低？？？,中性
符合后涨停了，今天建仓了,积极
10:35:56伦镍涨至18000美元/吨。,积极
躺下吧，别动了,积极
停工停产了！！！！！,消极
奈斯这么多人都看空,积极
长城汽车未公布12月销量数据，下面是宇通丶比亚迪丶长安汽车销量数据对比。,中性
也不知道对错？,中性
显示市场正在回归理性。,中性
这是物流茅台吗,中性
27有了,中性
今天又是放量突破2000多万元，有量就有价，加油！么么哒！,中性
我的云南白药表现不错哦哈哈,积极
满仓，可以随时起飞了,积极
这个鸡狗垃圾票估计业绩不好肯定有雷，机构先知道了跑了，所以喋喋不休。,消极
杀吧！老子早上亏28跑啦！,消极
前两天就有国资背景的公司领导不停行造访，有这可能吗？,中性
封单又增加了，象众泰这种特斯拉+阿里巴巴+浙江财政厅联手重组众泰的震撼人心的特大重磅消息出来谁还买不着,积极
一万匹，！,中性
放量突破20日线，并且成功站上年线，未来中期趋势将一路向上，让时间去证明吧!一家之言，不喜勿喷!,积极
赶紧卖，明年跌倒8元，以后核实我说的话,消极
老板没文化，看看同样房产的，人家一改名奥园美谷股价立马翻翻，你改成冠通锂电，保证三倍大牛,消极
3年内退市，股价会在5-10块内徘徊，信不信有你们。唱空唱多不重要，这一路走来如果你分析分析，大概率的事情。,消极
1-3月份，华电安徽公司累计完成发电量60.4亿千瓦时，利润实现9330万元，完成年度目标的8.22%。,中性
冲冲冲！,积极
酒鬼酒新高！汾酒新高！茅台新高！,积极
一样pos机，新大陆快涨停了；小优因为几个衰神，哎......,积极
我早说了，今年是需要稳定的一年，人民网的股价不会大涨也不会跌！,积极
疫苗被纳入国家战略规划，肺炎疫苗和新冠疫苗都是沃森手里的王牌。啥时候发力,积极
在众泰真是稳稳的幸福，每天都不用咋看盘，可以专心学习,中性
涨3个点吧,积极
一直提醒不用急，5元以下分批建仓，压力小，心情愉快。,积极
沪股通什么的增持，保跌,消极
跌跌不休，不要B脸,消极
走个小主力，顺便帮忙打压一下股价。凶,消极
很难把握呀,中性
有谁今天建仓的，我准备拿到2025年，你准备拿多长时间呢,中性
周一见高低！！！东信！！！,中性
打一个亿的赌，一个月后，仁东到五元，600382到十元,积极
都出了吧，原料向保健品转型，，慢慢等,积极
讲个鬼故事王者荣耀登陆需要人脸识别了,中性
昨天减的今天接回，湖北能源都涨停等你在,积极
上市连跌六年，只能说牛逼垃圾，上市145到如今的9元……,消极
比咱们华东还便宜呢。嗷嗷便宜。一分钱就五个点。我了个去。刺激。,中性
跌停今天,消极
有题材有业绩突破前高，底部已启动，一般人我不告诉他。,积极
做梦吧你，想什么呢。快玩泥巴去吧,中性
有谁看到1153有接近一万股卖出怎么突然就没有了,中性
今天看，后面有大涨是可能的!,积极
8.4支撑不住的话，跌破8元,消极
我在想今天卖的明天能不能5.10接回来，一个个都想明天低价可以接回来，个人认为不可能低价可以在接回来,积极
上海电力也涨停了,积极
今天怎么没有万手哥了,中性
中国联通A股必须退市,消极
铜价大幅上涨，涨是迟早的事,积极
崩盘了快跑,消极
互联网巨头开火！字节跳动高管炮轰腾讯：停止无理由封杀！明天再不敢封杀掌阅科技！,中性
买佐力药业最大的期盼就是科济药业上市，现在终于等到了，没想到却是这样无力！,中性
严重低估，先拉升到60再说！嘿嘿嘿,积极
中的！厉害厉害厉害厉害厉害厉害,中性
包含买公司的盈利，大概率突破10亿,积极
会不会补下方缺口,消极
换入云南铜业,中性
听股哥的，驷马必须得追！中国中车，节能风电，晋控电力，中信建投，昨日说过康泰医学是一日游！没错！说的就是你！,积极
看成交量筹码分部，今天大单进的人很多了，明天有可能有大肉,积极
上蹿下跳,中性
1.11E18,中性
27.66是暗号，还不懂吗,中性
和三月九号走势一样，明天还会拉高七八个点！,积极
中国铁物，即将启航！它会给支持带来财富与欢笑！,积极
买了一万股，涨停吧,积极
快跌停！！！不然对不起公司这帮傻13管理层！！！！！！,消极
开盘价应该在250到300之间，当然希望过350，加油！,积极
回踩有效，机会来了，满仓！,积极
也就一个板的事。呵呵,积极
哈哈哈哈哈哈哈哈哈牛逼牛逼,积极
抗跌抗涨！,中性
10元以上套牢众多筹码，以时间换空间吧，看谁扛得住哈！,中性
21年1月7日：市值：68800元,中性
今天是看的晋控电力地天板，才有资金翘板。,积极
公司是不是发展的不好，还是别人掌控股票，查查,中性
没有做多庄家，只有1.08亿股天量融券的做空庄家一个。融券不动，涨跌跟随券商板块起伏。,中性
烂泥糊不上墙,消极
突破形势，锁仓待涨,积极
而前期涨幅较高的板块可能要趁着大金融拉升指数而出货，此外，本次与券商同时拉升的应该会有汽车个人意见，仅供讨论,中性
外部标识问题，小问题，改进下就好。说明鱼跃医疗总公司的强大，什么器械耗材都做,积极
业绩优于福斯特,中性
明天长城汽车双喜临门,积极
今天会有惊喜的，大概率下午会反包的，放心吧!,积极
坐等明天涨停,积极
这年代，有矿就是爷，看看江特，捷融拥有锂矿。,积极
"""4.06元,3。12。。。5.6元""",中性
知道为什么三七不敢涨吗。因为在等游族价格上来一起玩。还有三天，基本上价格就持平了。,积极
洗盘还是出货,中性
什么鬼？又是大跌？,消极
加油加油,积极
业绩好也救不了你,消极
选错了也不要后悔！！！动力，西飞，沈飞回调后买，换，不要后悔，目前市场只追龙头，特别是千亿以上的,积极
既然洗盘来个大单压着多好,消极
这个走势8月份才会上涨。,中性
明天涨停，开盘速买，立贴为证,积极
好消息，昨天有不炒股的人向我推荐茅台，还有准备两百万买入茅台长期持有。,积极
外资就是牛逼，把A股国药做空的嗷嗷叫！,消极
连板涨停走起，团某立贴为证，兄弟们大碗喝酒，大块吃肉,积极
已经连续跌了好几周了,消极
3根大阳冲击20了,中性
感觉明天有突破200大元的机会，同意的过来签个到！,积极
抛盘不重，跟风不多，量价配合还算不错，准许拉升！,积极
涨了我爱你,积极
从最高价6.4到目前3.2元，可以开仓了。目标4元，时间二个月。,中性
游族一直以来在玩家中的口碑就很不错，碰上马上过年期间大家都放假在家，又会有一批人下载游族的游戏，我感受到了游族马上又会有一波拉升,积极
全国醋看镇江。全国煤业看郑州。,中性
应该是9系要点火了，静待1000亿估值！,积极
不得了9月14日47.07抄底的现在赚足了在疯狂抛，赶快点，43.01我拉满弯弓射大雕。,积极
明天张婷,积极
买不起贵州茅台股份，买了几瓶贵州茅台,积极
愚以为，4月会继续磨年线，5月会起三浪，涨幅2元以上。,积极
中欧签约了，明天大概率涨停,积极
洛阳中硅高科技有限公司为公司控股子企业是我国重要的多晶硅和光伏硅片生产企业之一,中性
神经病一下,中性
9.35满仓买入,积极
股吧里的那个小丑估计就是章冬灰的Gou，天天叫唤个不停～,中性
股吧里忽悠散户的话不能听，凭什么它能涨到如此高价,积极
不用多想，10.7元3成仓，8.7元全仓进。,积极
刘氏父女，占股百分之八十几。这怎么玩？,中性
今年半年报显示，置信碳资产实现净利润5700万，是仅次于英大信托和证券利润的子公司！,积极
明天希望进入主升浪,积极
马被迎驾贡酒超了,积极
此票实乃埋在深山的一块璞玉，等待有识之士前来挖掘打磨。老夫放话至此，此票一旦被挖掘打磨，必将光芒万丈，一飞冲天矣！拭目以待！,积极
涨不过大盘，跌的比大盘还狠，垃圾,消极
算上之前的三连加上到今天的又三连，已经有六个娃诞生了推测还有七娃（板它）加上七娃合一（直接一个一字）然后就结束,积极
收盘价3.17,中性
像3月30的走势,中性
啥时候能回调个三十点？我在搞点,积极
感觉还是在高低切换中，坚守低位票,积极
苹果扩大产量跟你没关系吗？,消极
跌不到一个点，都喊着跌破26，爹的26，买白酒去吧，套不死你,消极
今天刚建仓。看下午k线，向上就涨向下就形成跌势了,消极
中环全球第一！那隆基排第几呢？,中性
今天满仓打完子弹了，感谢主力的打压，感谢给看空的，明天正式启动大牛市。引爆题材股,积极
开始有人晒单！危也！本来想进点货的！不进了！估计会有一波下跌！,消极
昨天说等你涨停，今天来了，下午不涨还是走一波先,积极
跌停跌停破产倒闭退市吧,消极
酱香科技不上20000000亿大股东是的,中性
希望明天能跌到6元以下只要6元以内150万米在账户内就等你下来了。希望扬总给过个肥年，老弟再次谢过,消极
怎么有点高处不胜寒的感觉，加油加油,积极
股市里有两种人，：一种是默默吸筹，一种是见好就收，这两都是聪明人。此外还有一类，喜欢唱衰吸筹。,中性
高开没问题！,积极
看看准不准,中性
继续坚持！受得住主力的威逼利诱，抱紧荣安，等待后面真正的大行情的到来！,积极
蓄力待行，加仓，以贴为证,积极
外采的环氧丙烷甲醇气体等等四季度价格都爆涨不管工业DMC还电池级涨幅都不行最近工业级才7500左右风口快过了注意安全,积极
资产亏到负，还能几十板,中性
昨天106卖了十手，今天112买了20手。。。。。我这波操作碉堡了。。。。。隆基啊，哥们儿可是重仓干进去了，能不能找看你了。。,消极
海信聚好看播放器，真的好用,中性
别磨蹭了，快涨停吧，抄底歌华和你都等了好几个月啦,中性
今天跌6个点,消极
卖个链子，能上天,积极
不搞大水猛灌，稳步推进，促进智飞生物，长期、合理、平稳健康发展！,积极
收盘1573，泸州1573你懂的，要搞一波白酒概念，白酒+新能源汽车锂电池+顺周期，无敌是多么的寂寞,积极
我曾经抄过华友钴业的底，哈哈,积极
C底，希望不要让我失望，做2个月，从27.07开始,积极
业绩优质，长期看好,积极
长城汽车就是垃圾。,消极
买了太空，眼光不错,积极
曾经云铜有好的回忆，钞票发多了，铜涨价了，我又回来守一波,积极
还有人说华阳国际有潜力，我笑了,消极
这几个比牛散怎么还不死,消极
固态电池，新能源车的下一波领头羊。固态电池中，锂的密度增加了一倍左右。,积极
今天加仓了。赌周一涨停,积极
我割了，你开始涨吧,积极
老夫已梭哈,积极
到了冬天建仓，春夏秋三季收获机会了。,积极
今天它跟什么板块？,中性
底部，赶紧加仓，，，目标价33.56，34.8,积极
16会给你买的。17块卖掉。,积极
今天下杀,消极
赤裸的内幕交易，庄家控盘，果然是A股特色,消极
今天锁仓尾盘加仓,积极
燃料电池都三个涨停，看看看看,积极
清仓，回头见,消极
截至2021年1月，杭州亚运会共计签约发布了安恒信息在内的十家官方合作,中性
今天大阳确认的话，就此反转！,中性
西南来一个涨停，6.1附近，也会跟西部一样来到前高面前，大部分券商都会，然后一起开年春躁,积极
中船防务这是要起飞涨到99吗,积极
7月26日。此股潜力巨大。近期说过涨幅会越来越大。回调野是必然。今年破百不是梦,积极
现在的价格比二级市场低多了，直接回购自己公司多好,中性
今天再预测一下：明天继续涨停，然后出龙虎榜！然后再来点公告！觉得最近董秘每天过于活跃了！想要表达点什么，铺垫点什么？,积极
明天和下星期，热点转换新能源汽车。,积极
目前最乐观看法是震荡~注意~是最乐观的看法~继续上基本上不现实~~继续追高要谨慎~~,消极
不要急着买，明天21元随便吃货，稳住手,积极
终于变脸了垃圾股,消极
宝明和联建情况一样，适合合并,中性
金龙鱼大股东丰益国际持股百分90，新加波市值2000亿人民币，还有其他没有在A股的资产，A股泡沫严重,消极
中船务有望冲击涨停!!你涨停也不管你了!!,积极
吸筹随时起飞,积极
不用猜，周一不是大跌就是一字板,中性
散户抱团买入，拉涨停,积极
华为与广汽合作无人驾驶造车,中性
坐等光启进入千亿市值团队。,积极
聪明的资金也会来吸筹甚至抢筹的,积极
准备杀尾盘吧！反正板块涨你也涨不了多少，板块已经回调了！开始你点表演吧,消极
大家不要怕我有内部消息马上要起飞了真的满仓不要把筹码丢了,积极
盘中走线下滑，进仓的时机,积极
没量就不用慌，均线还有很多关，它赶买，你敢卖吗，还是多关注板块再做决定。,中性
稳步上扬，预期目标17元！,积极
8块到50，好好想想,积极
亏掉一个苹果12mini..割肉走了。这个垃圾股,消极
怎么来的，就怎么滚回去,消极
本吧人气王评选活动开始了！目前排名第一：大红第二：廊坊退第三：大炮第四：东东第五：股友…快来为你喜欢的股神投票吧！,中性
2.50补了两千股,积极
今天所有的票就这鲨雕是绿的,消极
老鸭头形态出来了，耐心等待突破向上,积极
我对久立！意见纯属个人观点！不做为投资建议！我就真对一个人！金叉托！买卖自定～～勿信他人！！！！,中性
反手就是一个超级加倍闷声发大财,积极
近期游戏板块出现较大幅度的调整不改中长期行业向好发展趋势。,积极
观察多天，就是短线资金主动买～上冲，大资金和基金买盘下单被动买。,中性
现在市场热点是新能源，长安新能源一般，所以就这样了。。,消极
不怕，需求侧旺盛，满街都是手机一族，玻璃是迭代易损件，移动端和智能生活，全部在使用这些屏幕,积极
奥普特大涨，机器视觉发力！,积极
今年目标价258元，拭目以待,积极
什么时候破3,中性
无买时，看到涨，买时无升过，这几天刚涨几分，又无戏了，保本走了，留下来的发财。,积极
下来再搞你,消极
话不多说，山雨欲来风满楼。,中性
全副身家梭哈你了目标50,积极
国产发动机版本歼-20加入人民空军序列！,积极
一个月后再来看看，有机会不？暂时不能看了，受不了了,中性
三七这个，把完美都拖累了,消极
今天如果涨停板了就开启涨停模式了,积极
月线回调2浪底部区域16-16.5元见底之后盘整一年将迎来月线3浪主升浪60元左右个人一点拙见不喜勿喷欢迎直正,积极
只等放量，没量说啥也没用,消极
富瀚微真正的半导体好股票，潜伏吧,积极
胸怀大局，碳达峰碳中和就是今年的主基调。其他什么也不用想。小打小闹,中性
正宗的二胎概念，不涨？,消极
猪肉是没多大技术，但是都怕猪染病，个体户又不允许养殖，看来猪暴利的时代刚要拉开序幕，拭目以待，拒绝潮流就是逆流,积极
感觉像这一波的新龙头。,积极
坐等1.98元买入.一买就发！,积极
你们怕什么？启迪是撒子吗？环保板块即将反转,积极
如果敢跌到30，卖房抄底，梭哈，持有你两年，看能否换回2套房。,消极
明天再不开板我打报告给我们村的村长！哼哼,中性
TM的我36就看好这个股票，一直看着涨到80多没敢加仓，跌到六十多的时候果断加半仓，70左右满仓，总算和你有缘，爱你哦,积极
不要着急，江铜涨停你就可以大涨了，少安毋躁,积极
碳捕捉概念，跟上远达环保,积极
我执着的想看妖总晒3.57买的23万股,中性
豫能控股有煤炭转运基地,积极
仔细比较科大讯飞市值应高于泸州老窖和山西汾酒，市值应在4000以上，股价按现在市场估值应在200元以上。,积极
大涨在即，继续持有,积极
哟，井喷？欧亚集团横9年，传说中圆狐底？无故牛市破净，罕见绝量低振幅。蓄势变盘？,中性
114倍市盈率，开国际玩笑吗？随时崩盘，价值回归,消极
衵了苟了，下次回本一定清仓！,消极
美的集团000333即将进入中期主升浪！目标价格150元,积极
本月主力开始建仓，建仓期3个月，等不及先买大族激光,积极
豪悦产品有出口吗？,中性
别装了，快下来吧,消极
亿田说自己是集成灶龙头，美大也说自己是龙头，你到底是哪个的小弟？,中性
下午就是干这个股能涨到80最起码,积极
6进5盈！你是我做过最靓的仔！,积极
总算雄起一次,积极
大家有没有留意下英科医疗和通策医疗走势？,中性
B站要收购仁东控股了么，机会来了,积极
买不到了,积极
我昨天就说了主力还在收集筹码，看来志向高远,积极
创新高不是梦,积极
龙头们都上天了，剩下潍柴被控盘压在谷底，看看凯奥巴拉德，和八块钱时候一样，老胡有底气的说放心大胆的买吧，买到就是抢到。,积极
疫情反复，华侨城一路向下，坚持持有此股的散户是何心情？,消极
没有成交量蹲在下面有什么意义了,消极
这么一点量看来要该行动了。,中性
该股究竟是不是碳中和？,中性
能不能玩个通富白酒，通富军工，通富太阳能。,积极
锶矿大王，目标价10元就行了呗,中性
凯盛新材怎么还不上市？,中性
mmd，浪费时间，都给你穷庄,消极
医疗二龙头,积极
今天必须收阳才强，下周要么突破5日线成牛，要么被5日线压死,积极
比特币新高了，数字货币风口来一个,积极
原因很简单，但是估计措词要紧，反复读，看下怎么让大家好接受,中性
我好想哭,消极
还有人玩这股当钢铁股玩的？,中性
汽车零件半导体拉涨,积极
年底了，新百的业绩又得冲一波高峰了,积极
决定十年持有,积极
抢筹！尾盘涨停卖出套庄！,积极
新冠疫情驱使企业将IT数据从传统“机房”向云平台转移培养了云服务市场潜力,积极
明天反弹开始，立贴为证,积极
全国虾价继续飞，养殖户表示国产虾进入牛年！https://www.cofeed.com2021-01-07天下粮仓,积极
连续几年了股吧七狗指标都一直这么精准。感谢股吧七狗的努力付出。额哈哈哈哈哈,中性
别怀疑，下一个顺控！下周开启一字板！,积极
来啥?直接说周一跌开几个点收场？别BB的讲那些没用的东西？,中性
游戏股跌的理由是什么？如果找不到理由，就坚定持有,积极
下个星期一买不进了吗,积极
赌一把，前高位置今天炸板，应该是洗盘,积极
一上一下中子星，一飞冲天！,积极
精髓股份好名,中性
今天是涨停，放心进,积极
利好出尽是利空,消极
45的两年内能回本吗？,中性
年前差不多了，感谢三一让我赚了辆特斯拉,积极
营业收入翻倍，利润缺减半，关键产品价格都涨价。有问题啊。,积极
2020下半年以来都是如此！无论业绩好、还是交易量过万亿、什么都涨完，整体就是不涨,积极
荣耀大天使是三七的吗？抖音上在推广,中性
118～120元，视情况而定开始建仓,积极
这个价位有实力的游资可以跟主力抢筹码了，这个价位拉个十来二十个点大把人追！！！！！！！！,积极
价格已经到位，后期有惊喜,积极
走了走了，看来真的要九阴真经？,消极
哎呦，牛逼,积极
明天9.5开始建仓二层,积极
(??)喊低开高走的请问你是主力么？手里有票么？,中性
众所周知光刻胶是未来大火的新概念,积极
看看股东研究，第一，基金家数不敢公布了，持仓量只有0.01个点，第二，股东户数不断增加。,积极
可伶虫格力不是美的的话已经去50元区域了,消极
江特就是老3了。比亚迪-赣峰-江特。怎么说也要50元吧。,积极
就说中国三大电信现在差那米国上市几个小钱吗，现在的中国不是几十年前了，钱多的没处用，就看三大运营商争不争气，,中性
董事会开始打压股价了,消极
凤形股份的新厂房可以由中铁装配承建,积极
2021利好物流，不知下车的怎么想,积极
一字板涨停，就可以把妖股证拿到手！一旦拿到证，就是持证上岗，就可以肆意妄为了！,积极
保重了尾盘必炸,消极
这个票只要买了持股周期至少半年做好准备吧,积极
就问什么时候到14.5？别磨磨唧唧行不行？,中性
会有惊喜等着你,积极
云南白药本周涨幅近30个点，恒瑞涨幅只有3个点，差距太大了！,积极
美的才是真龙,积极
这吧5毛党太多了。动不动就攻击人的那种绝对的托。,中性
调整震荡期已过，往后是上升浪了，要是能破前高点28，则还是继续往上,积极
价值投资，从你开始，目标400持有一个季度先,积极
募投项目“烧了”94亿元未见明细海航控股募资改补流引质疑,积极
华友钴业发来贺电。盈利90%。呵呵,积极
冲破10.37，空间无限！看好！,积极
小林子，争口气啊。捂你4个多月了。失去很多机会(卖了东材。失去太阳能)，林洋雄起。,积极
经过多方打听分析骆驼股份目标价上调但251元，增持！哈哈,积极
气死我了,消极
每只股调整也得有个度，大盘又创新高了，作为中盘蓝筹股应该低部和高部应该不断抬高才是操盘手的思路，要不就失去意义了。,中性
垃圾公司垃圾游戏跌跌不休迟早st,消极
